pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2,pl_pubdate,releasedate
Kepler-296 d,19.85028393,0.00005851,-0.00005851,0,0.104,,,0,1.65,0.26,-0.27,0,0.147,0.023,-0.024,0,,,,,,,,,0,,,0,1.73,0.8,-0.59,0,293,,,0,,3517,70,-57,0,0.37,0.06,-0.06,0,0.38,0.06,-0.06,0,-0.07,0.11,-0.11,0,4.88,0.1,-0.1,0,,,,18-12-2014,21-11-2014
Kepler-296 d,19.85028393,0.00005851,-0.00005851,0,0.104,,,0,1.65,0.26,-0.27,0,0.147,0.023,-0.024,0,,,,,,,,,0,,,0,1.73,0.8,-0.59,0,293,,,0,,3517,70,-57,0,0.37,0.06,-0.06,0,0.38,0.06,-0.06,0,-0.07,0.11,-0.11,0,4.88,0.1,-0.1,0,,,,24-09-2015,25-08-2015
Kepler-437 b,66.6505482,0.0003933,-0.0003933,0,0.2737,,,0,1.37,0.12,-0.13,0,0.122,0.011,-0.012,0,,,,,,,,,0,,,0,1.78,0.59,-0.49,0,294,,,0,,4427,133,-129,0,0.62,0.06,-0.06,0,0.61,0.07,-0.05,0,-0.32,0.34,-0.32,0,4.64,0.06,-0.03,0,,,,18-12-2014,21-11-2014
Kepler-437 b,66.6505482,0.0003933,-0.0003933,0,0.2737,,,0,1.37,0.12,-0.13,0,0.122,0.011,-0.012,0,,,,,,,,,0,,,0,1.78,0.59,-0.49,0,294,,,0,,4427,133,-129,0,0.62,0.06,-0.06,0,0.61,0.07,-0.05,0,-0.32,0.34,-0.32,0,4.64,0.06,-0.03,0,,,,24-09-2015,25-08-2015
Kepler-437 b,66.6505482,0.0003933,-0.0003933,0,0.2737,,,0,1.37,0.12,-0.13,0,0.122,0.011,-0.012,0,,,,,,,,,0,,,0,1.78,0.59,-0.49,0,294,,,0,,4427,133,-129,0,0.62,0.06,-0.06,0,0.61,0.07,-0.05,0,-0.32,0.34,-0.32,0,4.64,0.06,-0.03,0,,,,04-12-2014,18-11-2014
Kepler-737 b,28.59915399,0.00005673,-0.00005673,0,0.1443,,,0,1.88,0.25,-0.24,0,0.168,0.022,-0.021,0,,,,,,,,,0,,,0,1.8,0.64,-0.55,0,295,,,0,,3750,56,-75,0,0.46,0.06,-0.06,0,0.49,0.06,-0.06,0,-0.18,0.11,-0.11,0,4.8,0.08,-0.08,0,205.118,1.1585,-1.1585,04-12-2014,18-11-2014
Kepler-737 b,28.59915399,0.00005673,-0.00005673,0,0.1443,,,0,1.88,0.25,-0.24,0,0.168,0.022,-0.021,0,,,,,,,,,0,,,0,1.8,0.64,-0.55,0,295,,,0,,3750,56,-75,0,0.46,0.06,-0.06,0,0.49,0.06,-0.06,0,-0.18,0.11,-0.11,0,4.8,0.08,-0.08,0,205.118,1.1585,-1.1585,18-12-2014,21-11-2014
Kepler-737 b,28.59915399,0.00005673,-0.00005673,0,0.1443,,,0,1.88,0.25,-0.24,0,0.168,0.022,-0.021,0,,,,,,,,,0,,,0,1.8,0.64,-0.55,0,295,,,0,,3750,56,-75,0,0.46,0.06,-0.06,0,0.49,0.06,-0.06,0,-0.18,0.11,-0.11,0,4.8,0.08,-0.08,0,205.118,1.1585,-1.1585,24-09-2015,25-08-2015
K2-133 e,26.5841,0.0018,-0.0017,0,0.1346,0.0011,-0.0011,0,1.73,0.14,-0.13,0,0.154,0.012,-0.012,0,,,,,,,,,,,,,1.8,0.25,-0.23,0,296,10,-10,0,M1.5 V,3655,80,-80,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,,,,,,,,,75.1703,0.2012,-0.2012,2019-08,23-05-2019
TOI-6002 b,10.90483925,0.00004883,-0.00004883,0,,,,,1.549,0.952,-0.952,0,0.138,0.085,-0.085,0,,,,,,,,,,,,,1.82,,,0,296,,,0,,3272,157,-157,0,0.24,0.01,-0.01,0,,,,,,,,,5,0.02,-0.02,0,32.0266,0.0448,-0.0447,2017-07,07-04-2024
Kepler-1040 b,201.1214,0.001945,-0.001945,0,0.6291,,,0,1.84,0.81,-0.2,0,0.164,0.072,-0.018,0,,,,,,,,,0,,,0,1.83,2.51,-0.53,0,297,,,0,,5804,192,-167,0,0.84,0.37,-0.09,0,0.82,0.12,-0.06,0,-0.5,0.32,-0.26,0,4.5,0.07,-0.28,0,482.119,3.267,-3.223,18-12-2014,21-11-2014
Kepler-1040 b,201.1214,0.001945,-0.001945,0,0.6291,,,0,1.84,0.81,-0.2,0,0.164,0.072,-0.018,0,,,,,,,,,0,,,0,1.83,2.51,-0.53,0,297,,,0,,5804,192,-167,0,0.84,0.37,-0.09,0,0.82,0.12,-0.06,0,-0.5,0.32,-0.26,0,4.5,0.07,-0.28,0,482.119,3.267,-3.223,24-09-2015,25-08-2015
Kepler-1040 b,201.1214,0.001945,-0.001945,0,0.6291,,,0,1.84,0.81,-0.2,0,0.164,0.072,-0.018,0,,,,,,,,,0,,,0,1.83,2.51,-0.53,0,297,,,0,,5804,192,-167,0,0.84,0.37,-0.09,0,0.82,0.12,-0.06,0,-0.5,0.32,-0.26,0,4.5,0.07,-0.28,0,482.119,3.267,-3.223,04-12-2014,18-11-2014
Kepler-296 d,19.85029495,0.00005525,-0.00005525,0,0.1052,,,0,1.52,0.19,-0.23,0,0.136,0.017,-0.021,0,,,,,,,,,0,,,0,1.83,0.68,-0.62,0,297,,,0,,3526,71,-78,0,0.38,0.05,-0.06,0,0.39,0.06,-0.07,0,-0.08,0.15,-0.15,0,4.87,0.07,-0.04,0,,,,31-08-2017 00:00,08-05-2017
Kepler-296 e,34.14247,0.00044,-0.00044,0,0.165,,,0,1.4,0.42,-0.42,0,0.125,0.037,-0.037,0,,,,,,,,,0,,,0,,,,0,297,,,0,,3862,200,-200,0,0.5,0.02,-0.02,0,0.52,0.03,-0.03,0,,,,0,4.75,0.3,-0.3,0,,,,08-01-2014,28-10-2013
TOI-2095 c,28.17232,0.00014,-0.00014,0,0.137,0.006,-0.006,0,1.33,0.08,-0.08,0,0.119,0.007,-0.007,0,7.4,,,1,0.02328,,,1,0,,,0,1.84,0.17,-0.17,0,297,8,-8,0,M2.5 V,3759,87,-87,0,0.44,0.02,-0.02,0,0.44,0.02,-0.02,0,-0.24,0.04,-0.04,0,5.11,0.12,-0.12,0,41.9176,0.05,-0.05,2023-04,22-08-2023
Kepler-1455 b,49.27668,0.00068,-0.00068,0,0.2149,0.0055,-0.0054,0,1.93,0.19,-0.2,0,0.172,0.017,-0.018,0,,,,,,,,,,,,,1.16,0.29,-0.31,0,298,28,-28,0,,3950,113,-113,0,0.52,0.04,-0.05,0,0.54,0.04,-0.05,0,-0.21,0.11,-0.11,0,4.74,0.04,-0.03,0,357.621,5.284,-5.284,2017-12,17-11-2017
Kepler-560 b,18.477644,0.0000111,-0.0000111,0,0.0899,0.0031,-0.0062,0,1.47,0.16,-0.22,0,0.131,0.014,-0.02,0,,,,,,,,,,,,,1.18,0.22,-0.28,0,298,22,-32,0,,3430,48,-48,0,0.27,0.04,-0.03,0,0.27,0.05,-0.04,0,-0.25,0.06,-0.06,0,5,0.04,-0.05,0,109.308,0.413,-0.41,2017-12,17-11-2017
Kepler-737 b,28.59914031,0.00005489,-0.00005489,0,0.1422,,,0,1.83,0.16,-0.21,0,0.163,0.014,-0.019,0,,,,,,,,,0,,,0,1.87,0.52,-0.53,0,298,,,0,,3755,75,-84,0,0.46,0.04,-0.05,0,0.47,0.04,-0.05,0,-0.26,0.15,-0.15,0,4.78,0.06,-0.03,0,205.118,1.1585,-1.1585,31-08-2017 00:00,08-05-2017
Kepler-69 c,242.4613,0.0059,-0.0064,0,0.64,0.15,-0.11,0,1.71,0.34,-0.23,0,0.153,0.03,-0.021,0,,,,,,,,,0.14,0.18,-0.1,0,,,,,299,19,-20,0,G4 V,5638,168,-168,0,0.93,0.18,-0.12,0,0.81,0.09,-0.08,0,-0.29,0.15,-0.15,0,4.4,0.15,-0.15,0,730.625,7.6555,-7.6555,2013-05,14-05-2014
Gliese 12 b,12.76147058,0.00004961,-0.00004961,0,,,,,0.971,3.715,-3.715,0,0.087,0.331,-0.331,0,,,,,,,,,,,,,1.9,,,0,300,,,0,,3376,157,-157,0,0.27,0.01,-0.01,0,,,,,,,,,4.96,0.01,-0.01,0,12.21,0.01305,-0.01305,2017-07,30-09-2024
K2-3 d,44.55765,0.00043,-0.00043,0,,,,,1.61,0.2,-0.2,0,0.144,0.018,-0.018,0,,,,,,,,,,,,,1.5,0.5,-0.5,0,300,,,0,M0 V,,,,,0.56,0.07,-0.07,0,,,,,,,,,,,,,44.0727,0.10815,-0.10815,2016-05,24-03-2016
Kepler-52 d,36.4451982,0.0001284,-0.0001284,0,0.1774,,,0,1.8,0.23,-0.23,0,0.161,0.021,-0.021,0,,,,,,,,,0,,,0,1.91,1.01,-0.57,0,300,,,0,,3898,177,-77,0,0.54,0.07,-0.07,0,0.56,0.07,-0.07,0,-0.09,0.12,-0.12,0,4.72,0.08,-0.08,0,321.542,2.42,-2.383,18-12-2014,21-11-2014
Kepler-52 d,36.4451982,0.0001284,-0.0001284,0,0.1774,,,0,1.8,0.23,-0.23,0,0.161,0.021,-0.021,0,,,,,,,,,0,,,0,1.91,1.01,-0.57,0,300,,,0,,3898,177,-77,0,0.54,0.07,-0.07,0,0.56,0.07,-0.07,0,-0.09,0.12,-0.12,0,4.72,0.08,-0.08,0,321.542,2.42,-2.383,04-12-2014,18-11-2014
Kepler-52 d,36.4451982,0.0001284,-0.0001284,0,0.1774,,,0,1.8,0.23,-0.23,0,0.161,0.021,-0.021,0,,,,,,,,,0,,,0,1.91,1.01,-0.57,0,300,,,0,,3898,177,-77,0,0.54,0.07,-0.07,0,0.56,0.07,-0.07,0,-0.09,0.12,-0.12,0,4.72,0.08,-0.08,0,321.542,2.42,-2.383,24-09-2015,25-08-2015
Kepler-267 d,28.46464804,0.00008805,-0.00008805,0,0.1415,,,0,1.87,0.14,-0.22,0,0.167,0.012,-0.02,0,,,,,,,,,0,,,0,1.95,0.49,-0.55,0,301,,,0,,3789,75,-82,0,0.46,0.04,-0.05,0,0.47,0.04,-0.05,0,-0.34,0.15,-0.15,0,4.78,0.06,-0.03,0,264.993,2.4925,-2.4925,31-08-2017 00:00,08-05-2017
TOI-2095 c,28.17225007,0.00008853,-0.00008853,0,,,,,1.448,0.519,-0.519,0,0.129,0.046,-0.046,0,,,,,,,,,,,,,1.93,,,0,301,,,0,,3746,157,-157,0,0.46,0.01,-0.01,0,,,,,,,,,4.77,0.01,-0.01,0,41.9176,0.05,-0.05,2017-07,30-09-2024
Kepler-1389 b,99.25095,0.00092,-0.00092,0,0.387,,,0,1.64,0.93,-0.93,0,0.146,0.083,-0.083,0,,,,,,,,,0,,,0,,,,0,302,,,0,,5083,85,-85,0,0.7,0.28,-0.28,0,0.78,0.05,-0.05,0,,,,0,4.64,0.3,-0.3,0,497.093,4.7,-4.7,08-01-2014,28-10-2013
Kepler-235 e,46.18288,0.00091,-0.00091,0,0.21,,,0,2,0.39,-0.39,0,0.178,0.035,-0.035,0,,,,,,,,,0,,,0,,,,0,303,,,0,,4243,82,-82,0,0.55,0.01,-0.01,0,0.58,0.02,-0.02,0,,,,0,4.72,0.3,-0.3,0,428.018,6.695,-6.495,08-01-2014,28-10-2013
Kepler-1638 b,259.365,0.014,-0.014,0,0.745,0.021,-0.02,0,1.6,0.32,-0.19,0,0.143,0.029,-0.017,0,,,,,,,,,,,,,1.17,0.58,-0.28,0,304,39,-31,0,,5906,183,-147,0,0.83,0.19,-0.07,0,0.82,0.09,-0.05,0,-0.76,0.32,-0.26,0,4.53,0.05,-0.17,0,1525.52,50.91,-47.78,2017-12,17-11-2017
TOI-1452 b,11.06199374,0.00001527,-0.00001527,0,,,,,1.618,0.225,-0.225,0,0.144,0.02,-0.02,0,,,,,,,,,,,,,2.02,,,0,304,,,0,,3248,157,-157,0,0.28,0.01,-0.01,0,,,,,,,,,4.95,0.01,-0.01,0,30.5212,0.0392,-0.039,2017-07,27-06-2023
K2-3 d,44.55603,0.00013,-0.00012,0,0.2014,0.0034,-0.0033,0,1.458,0.056,-0.051,0,0.13,0.005,-0.005,0,2.2,,,1,0.00692,,,1,0.091,0.12,-0.064,0,1.44,0.14,-0.14,0,305,3,-3,0,M V,3844,61,-63,0,0.55,0.02,-0.02,0,0.55,0.03,-0.03,0,-0.157,0.075,-0.08,0,4.7,0.02,-0.03,0,44.0727,0.10815,-0.10815,2022-11,10-07-2023
Kepler-1126 c,199.66876,0.003961,-0.003961,0,0.6193,,,0,1.45,0.18,-0.18,0,0.129,0.016,-0.016,0,,,,,,,,,0,,,0,2.06,0.76,-0.59,0,305,,,0,,5678,113,-102,0,0.92,0.12,-0.12,0,0.79,0.07,-0.03,0,-0.4,0.15,-0.15,0,4.41,0.13,-0.09,0,635.736,6.781,-6.781,31-08-2017 00:00,08-05-2017
Kepler-1126 c,199.664537,0.002935,-0.002935,0,0.6541,,,0,1.54,0.66,-0.11,0,0.137,0.059,-0.01,0,,,,,,,,,0,,,0,2.07,2.6,-0.47,0,306,,,0,,6106,152,-174,0,0.84,0.36,-0.06,0,0.94,0.1,-0.11,0,-0.5,0.3,-0.28,0,4.56,0.03,-0.31,0,635.736,6.781,-6.781,04-12-2014,18-11-2014
Kepler-1126 c,199.664537,0.002935,-0.002935,0,0.6541,,,0,1.54,0.66,-0.11,0,0.137,0.059,-0.01,0,,,,,,,,,0,,,0,2.07,2.6,-0.47,0,306,,,0,,6106,152,-174,0,0.84,0.36,-0.06,0,0.94,0.1,-0.11,0,-0.5,0.3,-0.28,0,4.56,0.03,-0.31,0,635.736,6.781,-6.781,18-12-2014,21-11-2014
Kepler-1126 c,199.664537,0.002935,-0.002935,0,0.6541,,,0,1.54,0.66,-0.11,0,0.137,0.059,-0.01,0,,,,,,,,,0,,,0,2.07,2.6,-0.47,0,306,,,0,,6106,152,-174,0,0.84,0.36,-0.06,0,0.94,0.1,-0.11,0,-0.5,0.3,-0.28,0,4.56,0.03,-0.31,0,635.736,6.781,-6.781,24-09-2015,25-08-2015
Kepler-1649 b,8.689099,0.000025,-0.000025,0,,,,,1.017,0.051,-0.051,0,0.091,0.005,-0.005,0,,,,,,,,,,,,,2.21,0.09,-0.09,0,307,26,-26,0,,3240,61,-61,0,0.23,0,0,0,0.2,0.01,-0.01,0,-0.15,0.11,-0.11,0,5,0.02,-0.02,0,92.1913,0.5489,-0.5425,2020-04,23-04-2020
Kepler-1450 b,54.5091549,0.0005671,-0.0005671,0,0.2401,,,0,1.94,0.18,-0.16,0,0.173,0.016,-0.014,0,,,,,,,,,0,,,0,2.13,0.69,-0.54,0,308,,,0,,4406,118,-131,0,0.6,0.06,-0.05,0,0.62,0.07,-0.05,0,-0.34,0.3,-0.3,0,4.67,0.04,-0.04,0,505.829,7.4105,-7.4105,31-08-2017 00:00,08-05-2017
Kepler-437 b,66.6504521,0.0003951,-0.0003951,0,0.2875,,,0,1.56,0.07,-0.07,0,0.139,0.006,-0.006,0,,,,,,,,,0,,,0,2.14,0.38,-0.3,0,308,,,0,,4550,81,-81,0,0.68,0.03,-0.03,0,0.71,0.03,-0.04,0,0,0.15,-0.15,0,4.63,0.02,-0.03,0,,,,31-08-2017 00:00,08-05-2017
Kepler-1450 b,54.5094166,0.000527,-0.000527,0,0.2392,,,0,1.55,0.15,-0.15,0,0.138,0.013,-0.013,0,,,,,,,,,0,,,0,2.19,0.76,-0.6,0,310,,,0,,4405,131,-132,0,0.61,0.06,-0.06,0,0.61,0.06,-0.05,0,-0.34,0.32,-0.32,0,4.66,0.05,-0.04,0,505.829,7.4105,-7.4105,04-12-2014,18-11-2014
Kepler-1450 b,54.5094166,0.000527,-0.000527,0,0.2392,,,0,1.55,0.15,-0.15,0,0.138,0.013,-0.013,0,,,,,,,,,0,,,0,2.19,0.76,-0.6,0,310,,,0,,4405,131,-132,0,0.61,0.06,-0.06,0,0.61,0.06,-0.05,0,-0.34,0.32,-0.32,0,4.66,0.05,-0.04,0,505.829,7.4105,-7.4105,18-12-2014,21-11-2014
Kepler-1450 b,54.5094166,0.000527,-0.000527,0,0.2392,,,0,1.55,0.15,-0.15,0,0.138,0.013,-0.013,0,,,,,,,,,0,,,0,2.19,0.76,-0.6,0,310,,,0,,4405,131,-132,0,0.61,0.06,-0.06,0,0.61,0.06,-0.05,0,-0.34,0.32,-0.32,0,4.66,0.05,-0.04,0,505.829,7.4105,-7.4105,24-09-2015,25-08-2015
Kepler-1816 b,91.500873,0.0005231,-0.0005231,0,0.3648,,,0,1.82,0.13,-0.07,0,0.162,0.012,-0.006,0,,,,,,,,,0,,,0,2.18,0.53,-0.32,0,310,,,0,,5051,111,-90,0,0.71,0.05,-0.03,0,0.79,0.03,-0.06,0,-0.24,0.15,-0.15,0,4.63,0.02,-0.05,0,437.823,3.599,-3.599,31-08-2017 00:00,08-05-2017
Kepler-1858 b,88.0708,0.0029,-0.0029,0,0.358,,,0,1.99,0.11,-0.11,0,0.178,0.01,-0.01,0,,,,,,,,,0,,,0,,,,0,310,,,0,,5070,73,-73,0,0.69,0.03,-0.03,0,0.79,0.02,-0.02,0,,,,0,4.66,0.3,-0.3,0,833.055,24.544,-24.544,08-01-2014,28-10-2013
K2-3 d,44.556456,0.000097,-0.000097,0,0.2097,0.007,-0.007,0,1.62,0.18,-0.18,0,0.145,0.016,-0.016,0,1.6,,,1,0.00503,,,1,0.097,,,1,1.6,0.38,-0.33,0,312,17,-17,0,,3835,70,-70,0,0.6,0.06,-0.06,0,0.62,0.06,-0.06,0,-0.01,0.09,-0.09,0,,,,,44.0727,0.10815,-0.10815,2023-04,17-04-2023
Kepler-1816 b,91.5021,0.0026,-0.0026,0,0.369,,,0,1.85,0.77,-0.77,0,0.165,0.069,-0.069,0,,,,,,,,,0,,,0,,,,0,312,,,0,,5126,66,-66,0,0.7,0.03,-0.03,0,0.8,0.02,-0.02,0,,,,0,4.65,0.3,-0.3,0,437.823,3.599,-3.599,08-01-2014,28-10-2013
Kepler-395 c,34.98804,0.00095,-0.00095,0,0.171,,,0,1.28,0.34,-0.34,0,0.114,0.03,-0.03,0,,,,,,,,,0,,,0,,,,0,312,,,0,,4050,200,-200,0,0.52,0.03,-0.03,0,0.55,0.04,-0.04,0,,,,0,4.74,0.3,-0.3,0,421.382,8.0905,-8.0905,08-01-2014,28-10-2013
Kepler-577 b,25.69581456,0.00005824,-0.00005824,0,0.1348,,,0,1.7,0.21,-0.33,0,0.152,0.019,-0.029,0,,,,,,,,,0,,,0,2.3,1.17,-1.1,0,314,,,0,,3787,163,-204,0,0.48,0.06,-0.09,0,0.5,0.06,-0.09,0,-0.22,0.2,-0.15,0,4.78,0.1,-0.06,0,524.247,7.561,-7.352,31-08-2017 00:00,08-05-2017
Gliese 12 b,12.76142,0.00007,-0.00007,0,0.067,0.0005,-0.0006,0,0.9,0.1,-0.09,0,0.08,0.009,-0.008,0,10,,,1,0.03146,,,1,,,,,1.6,0.2,-0.2,0,315,7,-8,0,M4 V,3253,55,-55,0,0.27,0.01,-0.01,0,0.24,0.01,-0.01,0,-0.29,0.09,-0.09,0,4.96,0.03,-0.03,0,12.21,0.01305,-0.01305,2024-06,21-05-2024
Gliese 12 b,12.761408,0.00005,-0.00005,0,0.0668,0.0024,-0.0024,0,0.958,0.046,-0.048,0,0.085,0.004,-0.004,0,3.87,,,1,0.01218,,,1,0.5,,,1,1.62,0.13,-0.11,0,315,6,-5,0,M3.0 V,3296,48,-36,0,0.26,0.01,-0.01,0,0.24,0.01,-0.01,0,-0.32,0.06,-0.06,0,5.21,0.07,-0.07,0,12.21,0.01305,-0.01305,2024-06,21-05-2024
Kepler-1816 b,91.5009237,0.0005289,-0.0005289,0,0.3671,,,0,1.85,0.29,-0.14,0,0.165,0.026,-0.012,0,,,,,,,,,0,,,0,2.34,1.18,-0.53,0,315,,,0,,5120,154,-133,0,0.72,0.11,-0.05,0,0.8,0.07,-0.09,0,-0.24,0.34,-0.28,0,4.62,0.03,-0.1,0,437.823,3.599,-3.599,04-12-2014,18-11-2014
Kepler-1816 b,91.5009237,0.0005289,-0.0005289,0,0.3671,,,0,1.85,0.29,-0.14,0,0.165,0.026,-0.012,0,,,,,,,,,0,,,0,2.34,1.18,-0.53,0,315,,,0,,5120,154,-133,0,0.72,0.11,-0.05,0,0.8,0.07,-0.09,0,-0.24,0.34,-0.28,0,4.62,0.03,-0.1,0,437.823,3.599,-3.599,18-12-2014,21-11-2014
Kepler-1816 b,91.5009237,0.0005289,-0.0005289,0,0.3671,,,0,1.85,0.29,-0.14,0,0.165,0.026,-0.012,0,,,,,,,,,0,,,0,2.34,1.18,-0.53,0,315,,,0,,5120,154,-133,0,0.72,0.11,-0.05,0,0.8,0.07,-0.09,0,-0.24,0.34,-0.28,0,4.62,0.03,-0.1,0,437.823,3.599,-3.599,24-09-2015,25-08-2015
Kepler-577 b,25.69578251,0.0000632,-0.0000632,0,0.1353,,,0,1.68,0.35,-0.35,0,0.15,0.031,-0.031,0,,,,,,,,,0,,,0,2.32,1.92,-1.09,0,315,,,0,,3789,219,-159,0,0.48,0.1,-0.1,0,0.5,0.1,-0.1,0,-0.21,0.16,-0.16,0,4.77,0.12,-0.12,0,524.247,7.561,-7.352,24-09-2015,25-08-2015
Kepler-577 b,25.69578251,0.0000632,-0.0000632,0,0.1353,,,0,1.68,0.35,-0.35,0,0.15,0.031,-0.031,0,,,,,,,,,0,,,0,2.32,1.92,-1.09,0,315,,,0,,3789,219,-159,0,0.48,0.1,-0.1,0,0.5,0.1,-0.1,0,-0.21,0.16,-0.16,0,4.77,0.12,-0.12,0,524.247,7.561,-7.352,04-12-2014,18-11-2014
Kepler-577 b,25.69578251,0.0000632,-0.0000632,0,0.1353,,,0,1.68,0.35,-0.35,0,0.15,0.031,-0.031,0,,,,,,,,,0,,,0,2.32,1.92,-1.09,0,315,,,0,,3789,219,-159,0,0.48,0.1,-0.1,0,0.5,0.1,-0.1,0,-0.21,0.16,-0.16,0,4.77,0.12,-0.12,0,524.247,7.561,-7.352,18-12-2014,21-11-2014
Kepler-1389 b,99.2530951,0.0008711,-0.0008711,0,0.3825,,,0,1.77,0.36,-0.16,0,0.158,0.032,-0.014,0,,,,,,,,,0,,,0,2.41,1.63,-0.65,0,318,,,0,,5129,203,-159,0,0.75,0.15,-0.07,0,0.76,0.12,-0.07,0,-0.2,0.34,-0.28,0,4.56,0.05,-0.11,0,497.093,4.7,-4.7,04-12-2014,18-11-2014
Kepler-1389 b,99.2530951,0.0008711,-0.0008711,0,0.3825,,,0,1.77,0.36,-0.16,0,0.158,0.032,-0.014,0,,,,,,,,,0,,,0,2.41,1.63,-0.65,0,318,,,0,,5129,203,-159,0,0.75,0.15,-0.07,0,0.76,0.12,-0.07,0,-0.2,0.34,-0.28,0,4.56,0.05,-0.11,0,497.093,4.7,-4.7,24-09-2015,25-08-2015
Kepler-1389 b,99.2530951,0.0008711,-0.0008711,0,0.3825,,,0,1.77,0.36,-0.16,0,0.158,0.032,-0.014,0,,,,,,,,,0,,,0,2.41,1.63,-0.65,0,318,,,0,,5129,203,-159,0,0.75,0.15,-0.07,0,0.76,0.12,-0.07,0,-0.2,0.34,-0.28,0,4.56,0.05,-0.11,0,497.093,4.7,-4.7,18-12-2014,21-11-2014
TOI-5713 b,10.44198961,0.00006124,-0.00006124,0,,,,,1.861,0.818,-0.818,0,0.166,0.073,-0.073,0,,,,,,,,,,,,,2.41,,,0,318,,,0,,3271,157,-157,0,0.29,0.01,-0.01,0,,,,,,,,,4.93,0.01,-0.01,0,40.8668,0.073,-0.0728,2017-07,08-05-2024
Kepler-186 e,22.40777833,0.00007391,-0.00007391,0,0.1194,,,0,1.15,0.1,-0.14,0,0.103,0.009,-0.012,0,,,,,,,,,0,,,0,2.44,0.7,-0.71,0,319,,,0,,3751,75,-84,0,0.44,0.04,-0.05,0,0.45,0.04,-0.05,0,-0.34,0.15,-0.15,0,4.8,0.07,-0.04,0,177.594,0.774,-0.774,31-08-2017 00:00,08-05-2017
Kepler-1651 b,9.8847,0.0023,-0.0023,0,0.054,,,0,1.15,,,0,0.103,,,0,,,,,,,,,0,,,0,,,,0,320,,,0,,3240,,,0,0.27,,,0,0.21,,,0,,,,0,4.9,,,0,66.4074,0.1062,-0.1059,08-01-2014,28-10-2013
Kepler-1582 b,4.83817712,0.0000884,-0.0000884,0,0.0285,,,0,0.77,0,0,0,0.069,0,0,0,,,,,,,,,0,,,0,2.5,0,0,0,321,,,0,,3089,0,0,0,0.16,0,0,0,0.13,0,0,0,0,,,0,5.16,0,0,0,78.8906,0.4421,-0.4372,24-09-2015,25-08-2015
Kepler-1582 b,4.83817712,0.0000884,-0.0000884,0,0.0285,,,0,0.77,0,0,0,0.069,0,0,0,,,,,,,,,0,,,0,2.5,0,0,0,321,,,0,,3089,0,0,0,0.16,0,0,0,0.13,0,0,0,0,,,0,5.16,0,0,0,78.8906,0.4421,-0.4372,04-12-2014,18-11-2014
Kepler-1582 b,4.83817712,0.0000884,-0.0000884,0,0.0285,,,0,0.77,0,0,0,0.069,0,0,0,,,,,,,,,0,,,0,2.5,0,0,0,321,,,0,,3089,0,0,0,0.16,0,0,0,0.13,0,0,0,0,,,0,5.16,0,0,0,78.8906,0.4421,-0.4372,18-12-2014,21-11-2014
TOI-6002 b,10.904821,0.000021,-0.000018,0,0.05722,0.00044,-0.00044,0,1.65,0.22,-0.19,0,0.147,0.02,-0.017,0,,,,,,,,,0.15,0.42,-0.11,0,1.68,0.17,-0.37,0,321,7,-5,0,M3.5+/-0.5,3229,77,-57,0,0.24,0.01,-0.01,0,0.21,0,0,0,-0.18,0.12,-0.12,0,4.99,0.03,-0.02,0,32.0266,0.0448,-0.0447,2024-10,04-11-2024
Kepler-1512 b,20.359722,0.000076,-0.000076,0,0.1097,0.0045,-0.0079,0,0.8,0.13,-0.13,0,0.071,0.012,-0.012,0,,,,,,,,,,,,,1.6,0.44,-0.51,0,322,27,-40,0,,3484,91,-91,0,0.39,0.05,-0.07,0,0.42,0.05,-0.09,0,0.15,0.11,-0.11,0,4.87,0.08,-0.04,0,,,,2017-12,17-11-2017
Kepler-186 e,22.40777444,0.00006784,-0.00006784,0,0.1218,,,0,1.26,0.17,-0.16,0,0.112,0.015,-0.014,0,,,,,,,,,0,,,0,2.55,0.99,-0.72,0,322,,,0,,3761,77,-50,0,0.46,0.06,-0.06,0,0.48,0.06,-0.06,0,-0.21,0.11,-0.11,0,4.79,0.08,-0.08,0,177.594,0.774,-0.774,18-12-2014,21-11-2014
